"id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
320,"Chet Baker Sings","My Funny Valentine",63,141133,FALSE,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,4,"jazz"
321,"Greatest Hits","Bawa Daku Pergi",40,328906,FALSE,0.708,0.786,1,-6.729,1,0.0513,0.186,0.00216,0.118,0.675,113.034,4,"jazz"
322,"Nada & Apresiasi","Kenikmatan Tersendiri",39,238706,FALSE,0.62,0.624,5,-10.496,1,0.0753,0.885,0.0651,0.246,0.711,88.219,4,"jazz"
323,"I Ain't Quite Where I Think I Am","I Ain’t Quite Where I Think I Am",65,191173,FALSE,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-05,0.085,0.667,192.685,4,"rock"
324,"Highway to Hell","Highway to Hell",84,208400,FALSE,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,"rock"
325,"Desayuno en calma","Ain't No Use",0,180933,FALSE,0.523,0.319,2,-11.024,1,0.0388,0.839,1.75e-05,0.118,0.398,75.458,4,"jazz"
326,"Del gusto de mamá","Good Life",1,255693,TRUE,0.636,0.708,6,-7.057,1,0.0512,0.0818,0,0.117,0.662,94.987,4,"rock"
327,"Обратно в клас - rock","Sugar, We're Goin Down",2,230933,FALSE,0.5,0.887,7,-3.74,1,0.0726,0.00467,0,0.114,0.631,162.003,4,"rock"
328,"Ek Villain","Humdard",67,260590,FALSE,0.572,0.541,5,-6.45,1,0.0245,0.759,0,0.111,0.266,87.01,4,"pop"
329,"Autumn Vibes 2022","You Belong With Me (Taylor’s Version)",0,231124,FALSE,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4,"pop"
330,"ARDIPITHECUS","Wait a Minute!",69,196520,FALSE,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,4,"pop"
331,"Ek Ladki Ko Dekha Toh Aisa Laga","Ek Ladki Ko Dekha Toh Aisa Laga - Title Track",69,155172,FALSE,0.532,0.603,10,-7.575,1,0.0545,0.756,0,0.323,0.431,173.955,4,"pop"
332,"In The Stars","In The Stars",86,216410,FALSE,0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007,3,"pop"
333,"Starfall (Honkai Impact 3rd Ost - Impressions)","Starfall - Honkai Impact 3rd Ost - Impressions",53,191052,FALSE,0.444,0.836,6,-4.183,1,0.106,0.205,0.000937,0.097,0.272,151.985,4,"jazz"
334,"Christmas (Deluxe Special Edition)","It's Beginning to Look a Lot like Christmas",67,206639,FALSE,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,3,"jazz"
335,"Taub Mumu","Gak Kayak Mantanmu",38,238426,FALSE,0.579,0.608,7,-5.628,1,0.0265,0.347,0.00224,0.11,0.398,95.979,4,"jazz"
336,"The Car","Mr Schwartz",40,210012,FALSE,0.569,0.335,11,-13.637,0,0.0322,0.802,0.018,0.0834,0.388,127.587,4,"rock"
337,"Christmas Faves 2022","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
338,"Human - Best Adult Pop Tunes","Bonfire Heart",0,238000,FALSE,0.575,0.821,0,-5.699,1,0.0533,0.184,0,0.124,0.473,118.025,4,"rock"
339,"Ayrıldık İşte","Seni Sordum Yıldızlara",46,309173,FALSE,0.457,0.542,2,-13.463,0,0.0411,0.76,0,0.43,0.691,81.408,4,"jazz"
340,"Kandukondain Kandukondain","Enna Solla Pogirai",63,360880,FALSE,0.766,0.438,4,-13.101,0,0.164,0.0303,9.1e-06,0.0862,0.331,82.013,4,"pop"
341,"Satchmo Serenades","A Kiss To Build A Dream On - Single Version",62,181493,FALSE,0.723,0.0811,0,-14.113,1,0.0631,0.779,0,0.509,0.36,88.044,4,"jazz"
342,"Sakhiyaan","Sakhiyaan",73,179325,FALSE,0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,4,"pop"
343,"Session Acoustique","Sailing",2,277960,FALSE,0.43,0.375,11,-9.949,1,0.0289,0.374,0.376,0.316,0.189,128.791,4,"rock"
344,"Slow Christmas Songs 2022","It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC",0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,"jazz"
345,"noches de lluvia","Azul",0,194506,FALSE,0.511,0.714,9,-6.414,1,0.0368,0.0504,0.56,0.105,0.521,98.008,4,"rock"
346,"Best Christmas Songs 2022 | For under the Mistletoe","Deck The Halls - Remastered 1999",0,68760,FALSE,0.684,0.437,9,-10.522,1,0.0491,0.742,1.63e-05,0.224,0.964,107.607,4,"jazz"
347,"Classic Christmas 2022","O Come All Ye Faithful - Remastered 1999",0,141146,FALSE,0.257,0.217,5,-11.745,1,0.0279,0.636,5.92e-06,0.268,0.203,92.202,4,"jazz"
348,"thank u, next","7 rings",84,178626,TRUE,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,"pop"
349,"Clásicos de ahora: Perreo","Normal",0,171880,TRUE,0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,4,"pop"
350,"All I Want For Christmas Is You","Angels From The Realms of Glory",0,240146,FALSE,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,"rock"
351,"christmas but not christmas songs","Blue Skies",0,225160,FALSE,0.401,0.368,7,-10.511,1,0.0452,0.822,0,0.0674,0.681,159.844,4,"jazz"
352,"Christmas Soul Classics","Christmas Will Really Be Christmas",0,146826,FALSE,0.458,0.293,0,-13.331,0,0.0295,0.397,0,0.129,0.578,86.482,4,"jazz"
353,"The Very Best Christmas Songs 2022","O Come All Ye Faithful - Remastered/1990",0,140506,FALSE,0.29,0.178,5,-13.97,1,0.0294,0.884,0,0.15,0.214,130.643,5,"jazz"
354,"Anılarım","Gökyüzünde Yalnız Gezen Yıldızlar",40,214426,FALSE,0.321,0.507,0,-10.673,0,0.0543,0.88,1.05e-06,0.314,0.467,114.23,4,"jazz"
355,"Namaste England (Original Motion Picture Soundtrack)","Proper Patola",68,178604,FALSE,0.77,0.824,1,-6.491,0,0.0851,0.485,0,0.318,0.49,172.006,4,"pop"
356,"Weihnachtspop 2022","River - Recorded At RAK Studios, London",0,208573,FALSE,0.45,0.181,10,-11.417,1,0.0406,0.896,1.09e-06,0.11,0.196,115.443,4,"pop"
357,"Fiesta temática 60s","Street Fighting Man",0,307866,FALSE,0.537,0.77,11,-6.943,1,0.0443,0.285,0.00294,0.0978,0.611,136.82,4,"rock"
358,"Vintage Café: Lounge and Jazz Blends, Vol. 22","The Way You Make Me Feel",0,220500,FALSE,0.551,0.309,10,-11.309,1,0.0268,0.473,0,0.103,0.307,87.99,4,"jazz"
359,"I'm In Love With You","I'm In Love With You",78,262623,TRUE,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4,"rock"
360,"Aziyat 2.0 (Reprise Version)","Aziyat 2.0 - Reprise Version",73,194285,FALSE,0.445,0.28,10,-12.668,1,0.0275,0.819,1.29e-05,0.111,0.299,104.743,4,"pop"
361,"Views","One Dance",66,173973,FALSE,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,4,"pop"
362,"Rock Brandneu","Tippa My Tongue",3,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,"rock"
363,"Hits Pop Rock 90's","American Woman",1,261706,FALSE,0.649,0.709,1,-7.989,1,0.0802,0.0212,0,0.0732,0.605,83.975,4,"rock"
364,"Alternative Rock Mixtape","Blood // Water",0,214520,FALSE,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,"rock"
365,"pov: you bake cookies","It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC",0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,"jazz"
366,"JULPYNTA","The Christmas Song",0,224906,FALSE,0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,4,"jazz"
367,"Arbeitsmusik Herbst/Winter 2022/2023","I Ain't Worried",0,148485,FALSE,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,"rock"
368,"Beste Weihnachtslieder","Christmas Without You",0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
369,"Gayatri Mantra","Gayatri Mantra",31,245000,FALSE,0.42,0.341,0,-8.075,1,0.0325,0.942,0.00123,0.105,0.193,107.862,4,"pop"
370,"Christmas Dinner 2022","I Dream Of Christmas",0,203906,FALSE,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,"jazz"
371,"Vintage Café: Lounge and Jazz Blends, Vol. 22","Feeling Good - Ronan Remix",1,154446,FALSE,0.594,0.643,5,-9.078,0,0.066,0.0112,0.00156,0.447,0.668,166.004,4,"jazz"
372,"Pablo Honey","Creep",85,238640,TRUE,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4,"rock"
373,"Don't Play That Song (Mono)","Stand by Me",80,180055,FALSE,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,"rock"
374,"Wildfire","Fight Song",77,204013,FALSE,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,4,"rock"
375,"Halloween Scary Party","Too Much Blood - Remastered",0,374240,FALSE,0.592,0.909,6,-5.887,0,0.051,0.0149,0.177,0.0571,0.479,116.433,4,"rock"
376,"Halloween Party 2022","After Hours",0,361946,FALSE,0.651,0.567,5,-5.941,0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4,"pop"
377,"Rock x siempre","Otro Amor En Avellaneda - Remastered 2017",0,144066,FALSE,0.637,0.572,11,-6.913,0,0.107,0.113,0,0.0645,0.615,138.177,4,"rock"
378,"Melophobia","Cigarette Daydreams",79,208760,FALSE,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4,"rock"
379,"De ese gran pop de los 00's","Somewhere Only We Know",0,236160,FALSE,0.453,0.655,9,-4.22,1,0.0257,0.0794,7.06e-06,0.0849,0.366,172.01,4,"rock"
380,"Brown Munde","Brown Munde",76,254400,FALSE,0.854,0.611,8,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024,4,"pop"
381,"Rock Paper Scissors","Coffee Cup",48,176035,FALSE,0.75,0.284,7,-12.079,1,0.0766,0.899,0.000109,0.273,0.593,119.962,4,"jazz"
382,"Frühstücksmusik Herbst/Winter 2022/2023","Hope For The Future",0,212866,FALSE,0.449,0.411,4,-9.189,1,0.0329,0.742,0.101,0.112,0.109,149.911,4,"rock"
383,"Esto No Se Le Dedica A Cualquiera","SI TÚ SUPIERAS",6,196373,FALSE,0.673,0.664,4,-5.382,0,0.177,0.376,0,0.111,0.586,174.972,4,"pop"
384,"Rockin' Around The Christmas Tree 2022","God Only Knows - Mono / 1997 Remastered",0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,"rock"
385,"Helloween Party","Sympathy For The Devil",2,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,"rock"
386,"Обратно в клас - rock","Mr. Jones",0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,"rock"
387,"Christmas Country Songs 2022","Christmas Cookies",0,195560,FALSE,0.743,0.621,0,-10.742,1,0.0651,0.465,0,0.108,0.865,90.384,4,"rock"
388,"you broke me first","you broke me first",84,169265,TRUE,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4,"pop"
389,"pov: you hear the bells jingle","O Tannenbaum - Remastered 1999",0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,0.000166,0.199,0.198,90.001,4,"jazz"
390,"La Fine dell'Estate","Perfect",5,263400,FALSE,0.598,0.448,8,-6.312,1,0.0232,0.162,0,0.106,0.168,95.009,3,"pop"
391,"Shamshera","Fitoor",74,308459,FALSE,0.516,0.481,0,-9.234,1,0.0433,0.819,2.87e-06,0.0893,0.212,138.997,4,"pop"
392,"Aerosmith","Dream On",82,266960,FALSE,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4,"rock"
393,"All I Want For Christmas Is You","I Dream Of Christmas",0,203906,FALSE,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4,"jazz"
394,"OK Boomers - Top Tunes","Tusk - 2018 Remaster",1,218866,FALSE,0.611,0.786,9,-11.856,0,0.0841,0.227,0.836,0.168,0.917,180.773,4,"rock"
395,"Slow Christmas Songs 2022","Christmas Time Is Here - Vocal",0,166440,FALSE,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,"jazz"
396,"JORDI (Deluxe)","Memories",85,189486,FALSE,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,4,"pop"
397,"Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack]","Eppudo Ninnu",64,171250,FALSE,0.741,0.447,2,-9.609,1,0.104,0.568,0,0.127,0.619,89.993,4,"pop"
398,"Slow Down Soul","Angel",1,268040,FALSE,0.27,0.577,0,-8.195,1,0.0573,0.755,0.123,0.139,0.362,170.254,4,"jazz"
399,"All I want For Christmas Is Music","Cool Yule",0,176699,FALSE,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-05,0.516,0.692,149.439,4,"jazz"
400,"Buktikan","Buktikan",39,186642,FALSE,0.771,0.664,8,-3.825,1,0.0443,0.172,0.000114,0.0926,0.672,96.965,4,"jazz"
401,"Fragments","From You",56,210280,FALSE,0.655,0.499,0,-10.039,0,0.0433,0.569,0.763,0.111,0.255,140.022,4,"jazz"
402,"A Merry Modern Christmas","The Christmas Waltz",0,197866,FALSE,0.475,0.347,5,-6.538,1,0.213,0.776,0.00012,0.113,0.285,175.2,3,"jazz"
403,"Kusu Kusu (From ""Satyameva Jayate 2"")","Kusu Kusu (From ""Satyameva Jayate 2"")",71,195616,FALSE,0.742,0.911,8,-2.812,1,0.0572,0.0137,0.00081,0.0593,0.78,101,4,"pop"
404,"Best Viral Tunes","More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0,196213,FALSE,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,"rock"
405,"Back to School!","If You Really Love Me (How Will I Know)",0,184390,FALSE,0.692,0.883,7,-4.698,1,0.0582,0.0512,0,0.228,0.614,122.984,4,"pop"
406,"Ykwim","Ykwim",67,194857,FALSE,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23e-06,0.457,0.655,105.015,4,"pop"
407,"Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",77,350011,FALSE,0.43,0.612,10,-5.534,0,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,4,"pop"
408,"Dreamland","Heat Waves",83,238805,FALSE,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,"pop"
409,"Coffee Moment","93 Million Miles",0,216386,FALSE,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,"rock"
410,"Halloween Party Canzoni per Bambini 2022","All The Small Things",0,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,"rock"
411,"Parmanu (Original Motion Picture Soundtrack)","Jitni Dafa",66,222302,FALSE,0.643,0.513,10,-7.355,0,0.0253,0.832,0.000852,0.143,0.25,95.976,4,"pop"
412,"Phata Poster Nikhla Hero (Original Motion Picture Soundtrack)","Main Rang Sharbaton Ka",68,263152,FALSE,0.631,0.631,6,-6.934,1,0.0307,0.693,0,0.133,0.697,89.975,4,"pop"
413,"Cita Con Luis Arcaraz","Viajera",37,197373,FALSE,0.334,0.332,8,-7.029,1,0.0261,0.918,0.00236,0.366,0.429,97.086,4,"jazz"
414,"The Beauty of Everyday Things","The Beauty of Everyday Things",65,203096,FALSE,0.643,0.28,10,-13.774,1,0.0332,0.965,0.867,0.107,0.0865,108.046,4,"jazz"
415,"Tremenda Rumba!","Castigala",38,234133,FALSE,0.762,0.886,10,-3.816,0,0.0407,0.402,0,0.04,0.967,102.059,4,"jazz"
416,"Del gusto de hermanos","Que Raro",2,230826,FALSE,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-06,0.555,0.745,171.867,4,"pop"
417,"Halloween Kids Party 2022","Adam's Song",0,249626,FALSE,0.52,0.775,0,-5.803,1,0.0348,0.034,0,0.364,0.383,136.02,4,"rock"
418,"Christmas Best Hits 2022","The Christmas Song - Live At The Crescendo Club, Hollywood, CA / December 15, 1954",0,185266,FALSE,0.413,0.0417,1,-19.916,1,0.035,0.948,0,0.12,0.225,100.098,1,"jazz"
419,"Proof","Butter",83,164952,FALSE,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0788,0.695,109.997,4,"pop"
420,"Best Christmas Music 2022","Christmas Without You",0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
421,"Kalaavathi - Sarkaru Vaari Paata","Kalaavathi",68,242322,FALSE,0.392,0.574,5,-5.744,1,0.0336,0.627,0,0.532,0.446,65.528,4,"pop"
422,"Human - Best Adult Pop Tunes","Unlonely",0,231266,FALSE,0.796,0.667,5,-4.831,0,0.0392,0.381,0,0.221,0.754,97.988,4,"rock"
423,"pov: you ride on santa's sleigh","I Like A Sleighride (Jingle Bells)",0,125613,FALSE,0.758,0.451,6,-8.001,1,0.0375,0.75,0,0.0503,0.737,122.912,4,"jazz"
424,"Fiesta de disfraces vol. II","Thunder",0,187146,FALSE,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,"rock"
425,"Aalas Ka Pedh","Choo Lo",67,233630,FALSE,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4,"rock"
426,"Planet 80's","Waiting for a Girl Like You",2,291986,FALSE,0.312,0.528,10,-7.324,0,0.0333,0.267,3.88e-06,0.0369,0.397,201.13,4,"rock"
427,"=","Bad Habits",88,230746,FALSE,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,"pop"
428,"abcdefu","abcdefu",86,168601,TRUE,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4,"pop"
429,"pov: you are an christmas elf","Something's Gotta Give - Single Version",0,124040,FALSE,0.558,0.341,9,-8.722,0,0.0452,0.727,0,0.0601,0.638,138.656,3,"jazz"
430,"Shri Krishna Govind Hare Murari","Shri Krishna Govind Hare Murari",66,153002,FALSE,0.59,0.632,7,-7.996,1,0.0376,0.301,0,0.169,0.345,110,4,"pop"
431,"Christmas Only: The Timeless Classic Collection","Have Yourself a Merry Little Christmas",0,175280,FALSE,0.595,0.318,7,-7.181,1,0.036,0.951,1.11e-06,0.28,0.536,112.718,4,"jazz"
432,"World's Best Christmas Playlist","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
433,"12 Days of Christmas 2022","The Christmas Song (Merry Christmas To You)",0,192373,FALSE,0.525,0.0623,1,-16.836,1,0.05,0.994,0.157,0.106,0.17,91.205,3,"jazz"
434,"christmas but not christmas songs","What A Wonderful World",0,137986,FALSE,0.334,0.381,5,-10.121,1,0.0317,0.74,3.63e-06,0.133,0.191,107.156,3,"jazz"
435,"pov: you saw mommy kissing santa claus","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
436,"EDM Hits","Gettin' over You - Aviccii's Vocal Mix at Night",0,377013,FALSE,0.624,0.81,1,-8.307,1,0.039,0.00269,0.0186,0.169,0.271,127.989,4,"pop"
437,"LoFi & Halloween","It Gonna Come - FKJ Remix",0,224506,FALSE,0.592,0.541,7,-8.703,1,0.0533,0.655,0.00157,0.159,0.54,95.728,4,"jazz"
438,"Ek Tha Tiger","Saiyaara",67,252160,FALSE,0.659,0.665,8,-8.181,0,0.0266,0.456,0.000486,0.0898,0.692,93.012,4,"pop"
439,"Ek Tarfa","Ek Tarfa",67,234374,FALSE,0.48,0.615,2,-6.006,0,0.0328,0.547,0,0.139,0.33,79.948,4,"pop"
440,"I'm Good (Blue)","I'm Good (Blue)",98,175238,TRUE,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,"pop"
441,"Rockin' Around The Christmas Tree 2022","The Christmas Song (Merry Christmas To You)",0,192373,FALSE,0.525,0.0623,1,-16.836,1,0.05,0.994,0.157,0.106,0.17,91.205,3,"jazz"
442,"Gemintang","Gemintang",42,259853,FALSE,0.715,0.446,4,-10.232,1,0.0346,0.333,0.0772,0.113,0.59,145.015,4,"jazz"
443,"Dev","Liggi",68,181176,FALSE,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,"pop"
444,"Moğollar'94","Dinleyiverin Gayri",39,235199,FALSE,0.768,0.485,1,-13.449,0,0.0685,0.142,1.92e-06,0.269,0.838,115.866,4,"jazz"
445,"2Step - Pop R'n'B","IDGAF",4,238940,TRUE,0.847,0.59,7,-6.301,1,0.133,0.059,0,0.0822,0.595,97.014,4,"pop"
446,"Christmas Dinner","Christmas Calling (Jolly Jones)",0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,"jazz"
447,"Éxitos del Pop en Español de los Años 2000","Rosas",0,237146,FALSE,0.773,0.691,9,-4.539,1,0.0268,0.655,2.77e-06,0.111,0.529,106.988,4,"rock"
448,"Christmas Playlist 2022","Christmas All Over Again",0,253626,FALSE,0.44,0.838,9,-6.196,1,0.0423,0.0956,0,0.473,0.619,138.908,4,"rock"
449,"Coffee Chill","Superlove",0,208626,FALSE,0.664,0.783,9,-6.602,0,0.0321,0.00531,0.327,0.0245,0.976,100.204,4,"rock"
450,"Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack)","Devaralan Aattam",69,273228,FALSE,0.828,0.707,8,-9.517,1,0.362,0.303,0,0.0646,0.441,141.096,3,"pop"
451,"pov: it's 2021","Wrecked",2,244004,FALSE,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,4,"rock"
452,"Holiday Favorites 2022","Winter Wonderland",0,149306,FALSE,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-05,0.102,0.72,126.014,4,"jazz"
453,"Halloween Spooky Party 2022","The Devil's Bleeding Crown",0,238653,FALSE,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,"rock"
454,"Dhokha Round D Corner","Mere Dil Gaaye Ja (Zooby Zooby)",18,216199,FALSE,0.673,0.902,5,-6.512,0,0.0342,0.0161,0.00795,0.141,0.618,129.024,4,"pop"
455,"Slow Christmas Songs 2022","We Three Kings Of Orient Are - 1991 Remix",0,245510,FALSE,0.231,0.158,7,-11.508,1,0.0297,0.745,0,0.123,0.204,106.031,3,"rock"
456,"Session Acoustique","New Rules - Acoustic",4,213436,FALSE,0.825,0.345,9,-6.018,0,0.0372,0.601,0,0.121,0.506,116.072,4,"pop"
457,"Ressaquinha","Corcovado",0,232786,FALSE,0.396,0.44,0,-9.062,1,0.0459,0.915,5.1e-05,0.697,0.18,105.145,4,"jazz"
458,"love (Deluxe Edition)","La vie en rose (feat. Cécile McLorin Salvant)",59,229963,FALSE,0.459,0.267,0,-8.948,1,0.0294,0.807,0,0.119,0.342,63.378,4,"jazz"
459,"pov: it's 2020","Didn't I",0,207616,FALSE,0.611,0.61,4,-6.745,1,0.0314,0.0186,0,0.125,0.242,123.943,4,"rock"
460,"Christmas Time","Holly Jolly Christmas",2,119786,FALSE,0.649,0.466,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,4,"jazz"
461,"pov: you rock around the christmas tree","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
462,"Обратно в клас - rock","Livin' On A Prayer",1,250626,FALSE,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4,"rock"
463,"Christmas Music - Holiday Hits","Winter Wonderland",0,131760,FALSE,0.62,0.309,5,-9.209,1,0.0495,0.788,0,0.146,0.664,145.363,4,"rock"
464,"DEAD ZONE","DEAD ZONE",64,169939,FALSE,0.634,0.644,11,-3.96,0,0.35,0.0324,0,0.644,0.538,163.628,4,"pop"
465,"SOUR","good 4 u",88,178146,TRUE,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4,"pop"
466,"Tony Esposito","Papa Chico",38,241932,FALSE,0.823,0.256,10,-17.652,1,0.0549,0.261,0.000675,0.06,0.775,97.796,4,"jazz"
467,"Shiddat","Barbaadiyan",71,230185,FALSE,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,4,"pop"
468,"Beste Weihnachtslieder","Rudolph The Red-Nosed Reindeer",0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,"jazz"
469,"Latinas 2000s","Don't Forget To Feed The Reindeer",0,167693,FALSE,0.755,0.224,4,-11.333,1,0.0483,0.864,0,0.335,0.759,115.581,4,"jazz"
470,"Weihnachten Musik","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
471,"Weihnachtslieder 2022","Universal Child",0,254320,FALSE,0.516,0.172,0,-12.172,1,0.0264,0.767,0,0.113,0.152,78.018,4,"rock"
472,"Pachtaoge (From ""Jaani Ve"")","Pachtaoge (From ""Jaani Ve"")",65,226789,FALSE,0.515,0.691,5,-4.028,0,0.0344,0.624,0,0.121,0.484,169.521,3,"pop"
473,"Upbeat Pop","I'm Good (Blue)",0,175238,TRUE,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,"pop"
474,"Rockin' Around The Christmas Tree 2022","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,"jazz"
475,"Let The Road","Me And My Broken Heart",79,193733,FALSE,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4,"rock"
476,"Vintage Café: Lounge and Jazz Blends, Vol. 22","Afterglow",0,177500,FALSE,0.859,0.489,3,-12.438,1,0.0414,0.127,0.0124,0.143,0.544,119.991,4,"jazz"
477,"93 'til Infinity","93 'Til Infinity",71,286440,FALSE,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,4,"jazz"
478,"Mere Baad Kisko Sataoge (Lo-Fi)","Mere Baad Kisko Sataoge (Lo-Fi)",65,99583,FALSE,0.346,0.495,8,-8.276,1,0.0718,0.273,0,0.165,0.33,203.983,4,"pop"
479,"A Simple Book","Evening Silence",62,267893,FALSE,0.432,0.137,8,-16.853,1,0.0318,0.96,0.906,0.121,0.111,89.117,4,"jazz"
